50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
50002230	0
